Order Date,Region,Product Category,Product Name,Units Sold,Unit Price
2024-06-01T00:00:00.000000000,WEST,Electronics,Jeans,6,1099
2024-11-04T00:00:00.000000000,west ,Electronics,T-Shirt,4,N/A
2024-11-09T00:00:00.000000000,Midwest,electronics,Phone,4,791
2024-08-13T00:00:00.000000000,South,homegoods,T-Shirt,12,1042
2024-01-13T00:00:00.000000000,South,,Tablet,19,609
2024-01-16T00:00:00.000000000,Northeast,Clothing,Jeans,4,
2024-11-19T00:00:00.000000000,WEST,homegoods,Lamp,7,N/A
2024-03-21T00:00:00.000000000,Northeast,homegoods,Vacuum,4,1128
2024-10-03T00:00:00.000000000,Northeast,electronics,Lamp,11,N/A
2024-12-23T00:00:00.000000000,NE,Home Goods,Jeans,6,
2024-08-14T00:00:00.000000000,west ,Home Goods,Lamp,4,
2024-08-05T00:00:00.000000000,Midwest,electronics,T-Shirt,2,668
2024-01-20T00:00:00.000000000,Midwest,,Phone,8,513
2024-01-03T00:00:00.000000000,West,Clothing,Phone,16,619
2024-09-28T00:00:00.000000000,NE,Home Goods,Vacuum,19,
2024-07-19T00:00:00.000000000,NE,electronics,Lamp,9,N/A
2024-07-09T00:00:00.000000000,WEST,Electronics,Jeans,8,
2024-01-27T00:00:00.000000000,Midwest,,Lamp,7,291
2024-08-26T00:00:00.000000000,NE,,Vacuum,4,N/A
2024-09-18T00:00:00.000000000,NE,Home Goods,Phone,2,1059
2024-05-26T00:00:00.000000000,Northeast,Clothing,Phone,,N/A
2024-09-25T00:00:00.000000000,WEST,,Laptop,2,517
2024-08-08T00:00:00.000000000,WEST,Clothing,Jeans,13,884
2024-09-06T00:00:00.000000000,South,,T-Shirt,15,N/A
2024-10-01T00:00:00.000000000,NE,electronics,Phone,13,441
2024-09-28T00:00:00.000000000,WEST,homegoods,Vacuum,14,N/A
2024-12-24T00:00:00.000000000,NE,Home Goods,Phone,,
2024-01-23T00:00:00.000000000,Midwest,Clothing,Jeans,16,228
2024-06-05T00:00:00.000000000,Midwest,Clothing,Tablet,,
2024-04-12T00:00:00.000000000,West,Home Goods,Vacuum,19,1072
2024-09-13T00:00:00.000000000,South,homegoods,Laptop,6,N/A
2024-09-19T00:00:00.000000000,South,Electronics,Laptop,7,
2024-10-19T00:00:00.000000000,west ,electronics,Tablet,4,N/A
2024-06-19T00:00:00.000000000,Northeast,homegoods,Tablet,4,N/A
2024-04-07T00:00:00.000000000,west ,electronics,Vacuum,17,
2024-09-22T00:00:00.000000000,West,Electronics,Vacuum,16,N/A
2024-01-29T00:00:00.000000000,west ,,Jeans,14,
2024-03-22T00:00:00.000000000,WEST,Electronics,Vacuum,3,96
2024-03-11T00:00:00.000000000,West,Clothing,Laptop,9,N/A
2024-05-11T00:00:00.000000000,Northeast,homegoods,Vacuum,11,342
2024-05-27T00:00:00.000000000,Northeast,Clothing,Tablet,15,118
2024-05-01T00:00:00.000000000,West,electronics,Lamp,5,279
2024-02-07T00:00:00.000000000,West,electronics,Lamp,12,
2024-11-19T00:00:00.000000000,west ,Clothing,Laptop,9,
2024-03-13T00:00:00.000000000,West,homegoods,Jeans,13,
2024-12-01T00:00:00.000000000,West,electronics,T-Shirt,1,N/A
2024-11-16T00:00:00.000000000,Midwest,,Lamp,4,
2024-06-08T00:00:00.000000000,West,Home Goods,Tablet,9,
2024-01-01T00:00:00.000000000,West,electronics,T-Shirt,8,
2024-02-18T00:00:00.000000000,South,homegoods,Vacuum,12,53
2024-09-29T00:00:00.000000000,South,electronics,Phone,13,N/A
2024-06-05T00:00:00.000000000,South,homegoods,Laptop,17,N/A
2024-01-01T00:00:00.000000000,NE,Electronics,Phone,14,
2024-10-04T00:00:00.000000000,West,electronics,Jeans,13,193
2024-02-18T00:00:00.000000000,Midwest,Clothing,Vacuum,14,
2024-03-13T00:00:00.000000000,NE,,Lamp,,380
2024-06-06T00:00:00.000000000,West,Electronics,Vacuum,3,
2024-04-21T00:00:00.000000000,NE,Electronics,Vacuum,16,900
2024-06-24T00:00:00.000000000,West,Home Goods,Vacuum,7,N/A
2024-11-04T00:00:00.000000000,WEST,,Jeans,9,
2024-04-07T00:00:00.000000000,WEST,,Jeans,1,N/A
2024-02-04T00:00:00.000000000,WEST,electronics,Jeans,13,N/A
2024-04-25T00:00:00.000000000,WEST,homegoods,Jeans,6,N/A
,West,Electronics,Phone,2,531
2024-02-21T00:00:00.000000000,west ,Home Goods,Vacuum,5,N/A
2024-04-15T00:00:00.000000000,WEST,,T-Shirt,6,538
2024-07-30T00:00:00.000000000,West,Home Goods,Tablet,13,
2024-09-24T00:00:00.000000000,Northeast,electronics,Vacuum,9,1028
2024-03-26T00:00:00.000000000,West,homegoods,Jeans,2,N/A
2024-09-20T00:00:00.000000000,Northeast,Electronics,Tablet,14,N/A
2024-05-01T00:00:00.000000000,Midwest,Electronics,Lamp,14,
2024-02-27T00:00:00.000000000,South,Electronics,Vacuum,10,47
2024-05-17T00:00:00.000000000,West,Clothing,Vacuum,10,N/A
2024-05-17T00:00:00.000000000,Northeast,homegoods,Phone,10,502
2024-03-17T00:00:00.000000000,Midwest,Home Goods,Vacuum,12,N/A
2024-01-27T00:00:00.000000000,NE,Clothing,Phone,6,N/A
2024-02-17T00:00:00.000000000,west ,,T-Shirt,,
2024-11-30T00:00:00.000000000,South,Electronics,T-Shirt,3,1183
2024-11-25T00:00:00.000000000,NE,Electronics,Jeans,13,
2024-10-28T00:00:00.000000000,South,Home Goods,Tablet,6,
2024-09-20T00:00:00.000000000,South,,Laptop,4,1034
2024-03-25T00:00:00.000000000,Northeast,Electronics,Jeans,,N/A
2024-08-31T00:00:00.000000000,west ,Home Goods,Lamp,,374
2024-10-29T00:00:00.000000000,Northeast,Electronics,Jeans,16,N/A
2024-01-29T00:00:00.000000000,west ,Electronics,Jeans,7,
,West,homegoods,T-Shirt,15,966
2024-12-28T00:00:00.000000000,NE,Home Goods,T-Shirt,10,N/A
2024-09-17T00:00:00.000000000,NE,Home Goods,Tablet,12,614
2024-02-01T00:00:00.000000000,Northeast,,Jeans,2,344
